Recipe Name,Directions
NESTLE TOLL HOUSE Mint Filled DelightFulls Chocolate Chip Cookies,"Preheat oven to 375 degrees F. Combine flour, baking soda and salt in small bowl. Beat butter, granulated sugar, brown sugar and vanilla extract in large mixer bowl until creamy. Add eggs, one at a time, beating well after each addition. Gradually beat in flour mixture. Stir in DelightFulls morsels and nuts. Drop by rounded tablespoon onto ungreased baking sheets. Bake for 9 to 11 minutes or until golden brown. Cool on baking sheets for 2 minutes; remove to wire racks to cool completely."
Never Fail Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In medium bowl, combine flour, salt, baking soda, and baking powder.  Stir with fork so all ingredients are mixed. In large bowl,  combine sugars, and butter. Mix until smooth. Add eggs and vanilla and beat until smooth and fluffy. Add 1 cup of dry ingredients at a time to mixture until all is incorporated. Stir in chocolate chips. Drop cookies onto ungreased cookie sheet and bake for about 10 15 minutes or until edges are golden brown."
New Brunswick Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together the butter, peanut butter, white sugar and brown sugar. Beat in the eggs one at a time, then stir in the milk, cream and vanilla. Combine the flour, baking soda, salt and cinnamon, stir into the creamed mixture. Finally, mix in the rolled oats and chocolate chips. Drop by rounded spoonfuls onto the prepared cookie sheets. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
No Butter Choco Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, mix together the applesauce, white sugar and brown sugar until well blended. Beat in the eggs and vanilla. Gradually stir in the flour and oats, then fold in the chocolate chips and butterscotch chips. Drop by heaping spoonfuls onto the prepared baking sheets. Bake for 12 to 15 minutes in the preheated oven, until the bottoms are golden. Cool on wire racks.  Tip: when you take them out, put them on a spread out paper bag. It'll absorb even more grease and it's easy clean up."
No Fail Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Whisk flour, baking soda, and salt together in a bowl. In a large mixing bowl, mash the butter with white sugar and brown sugar until the mixture is well combined. Beat in the eggs, one at a time, and stir in vanilla extract. Stir in the flour mixture, about 1 cup at a time, then mix in the chocolate chips. Drop the dough by rounded tablespoon onto baking sheets, about 2 inches apart. Bake in the preheated oven until golden brown, 12 to 15 minutes. Allow to cool for about 5 minutes on the baking sheets before removing cookies to finish cooling."
Nut Butter Chocolate Chip Cookies (Gluten Free),"Preheat oven to 360 degrees F (182 degrees C). Line a baking sheet with parchment paper. Mix almond butter, almond flour, palm sugar, egg, vanilla extract, and salt together in a bowl; fold in chocolate chips. Roll dough into 24 balls and arrange on the prepared baking sheet. Press each ball lightly with a fork dipped in water to form fork marks. Bake in the preheated oven until lightly browned, 8 to 10 minutes."
Nutty Chocolate Chip Cookies,"In a large bowl, cream the margarine, butter and both sugars until light and fluffy. Add the eggs, milk and vanilla and beat until well blended. Sift the flour, baking powder, baking soda and salt together and add to the butter mixture.  Stir just until blended.  Stir in the oats until well blended. Fold in the chocolate and walnuts. Cover and refrigerate the dough for at least 1 hour. Preheat oven to 350 degrees.  Grease cookie sheets. Take a teaspoonful  (for small cookies) or a tablespoonful (for large cookies) of dough and shape the dough into balls.  Flatten slightly into rounded disks.  Place 2 inches apart on the cookie sheets and bake until the edges are slightly browned, about 10 minutes. Remove from the oven and let cool on the sheets for about 10 minutes.  Remove to wire racks to cool completely."
Oatie Chip Cookies,"Preheat the oven to 375 degrees F (190 degrees C). Sift together the flour, baking powder, baking soda and salt. Set aside. Process the rolled oats in a blender or food processor until almost powdered, combine with the sifted ingredients. In a large bowl, cream together the butter, brown sugar and white sugar until smooth. Beat in the eggs one at a time then stir in the vanilla. Gradually stir in the dry ingredients until well blended. Fold in the chocolate chips and pecans. Drop by rounded spoonfuls onto ungreased cookie sheet. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Oatmeal Chocolate Chip Cookies I,"Preheat oven to 350 degrees F (180 degrees C). In a large bowl cream shortening, brown sugar and granulated sugar.  Add eggs and mix thoroughly.Combine the baking soda, salt and flour and stir into creamed mixture. Add oatmeal and chocolate chips and stir until well blended. Drop by teaspoonfuls onto greased cookie sheet.  Bake for 15 minutes."
Oatmeal Chocolate Chip Cookies II,"Beat together the butter or margarine, eggs, brown sugar and vanilla. Add oats, flours, baking soda, salt and chocolate chips. Bake at 325 degrees F (170 degrees C) for 10   12 minutes."
Oatmeal Chocolate Chip Cookies III,"Beat butter or margarine, sugars and vanilla until light and fluffy. Add flour and salt, mix well. Dissolve baking soda in boiling water and add to mixture. Stir in rolled oats, raisins and chocolate chips. Drop by teaspoonful onto ungreased cookie sheet. Bake at 350 degrees F (175 degrees C) for 10 12 minutes. Don't over cook. (There are no eggs in this recipe, I didn't forget to type it down)."
Oatmeal Chocolate Chip Cookies IV,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together the butter flavored shortening, water, white sugar and brown sugar until smooth. Beat in the egg whites and vanilla. Combine the flour, baking soda and salt; stir into the creamed mixture. Blend in the oats and mini chocolate chips. Drop dough by half teaspoonfuls onto the prepared cookie sheets. Bake for 7 to 9 minutes in the preheated oven, until the edges begin to brown. Remove from baking sheets to cool on wire racks. Cool at least 10 minutes before eating."
Oatmeal Cranberry White Chocolate Chunk Cookies,"Preheat oven to 375 degrees F (190 degrees C). In a medium bowl, cream together the butter and brown sugar until light and fluffy. Beat in the eggs one at a time. Combine oats, flour, salt, and baking soda; stir into butter mixture one cup at a time, mixing well after each addition. Stir in dried cranberries and white chocolate. Drop by rounded teaspoons onto ungreased cookie sheets.Bake for 10 to 12 minutes in preheated oven, or until golden brown. Cool on wire racks."
Oatmeal Peanut Butter and Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, cream together the butter, brown sugar and white sugar. Beat in the eggs one at a time, then stir in the peanut butter, water and vanilla. Combine the flour and baking soda, stir into the creamed mixture. Finally, stir in the rolled oats and chocolate chips. Drop by teaspoonfuls onto an unprepared cookie sheet. Bake for 8 to 10 minutes in the preheated oven, until the cookies are lightly toasted on the edges. Remove from the baking sheet to cool on wire racks."
Ooey Gooey Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Mix dry ingredients and set aside.  Cream sugars, butter or margarine and vanilla. Beat in eggs and when smooth add dry ingredients. Next add the coconut followed by the marshmallows and finally the chips. They will break up the marshmallows with the beater action. Drop small scoop onto ungreased cookie sheets. Bake 10 minutes and remove from oven. Let sit on tray for several minutes to let the marshmallows dry. This will make it easier to get off the tray. Store in a tight fitted container."
Orange Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. Sift flour, baking powder and salt into and set aside. Cream butter, sugars, orange zest and vanilla extract together in a large bowl until light and fluffy.Add eggs one at a time beating well after adding each one. Add dry ingredients and stir until combined. Stir in chocolate chips and nuts and mix until well blended. Drop dough by slightly rounded tablespoonfuls 2 inches apart on cookie sheets. Flatten slightly. Bake cookies for 15 or 16 minutes or until golden. Cool on the cookie sheets."
Original Nestle Toll House Chocolate Chip Cookies,"Preheat oven to 375 degrees F. Combine flour, baking soda and salt in small bowl. Beat butter, granulated sugar, brown sugar and vanilla extract in large mixer bowl until creamy. Add eggs, one at a time, beating well after each addition. Gradually beat in flour mixture. Stir in morsels and nuts. Drop by rounded tablespoon onto ungreased baking sheets. Bake for 9 to 11 minutes or until golden brown. Cool on baking sheets for 2 minutes; remove to wire racks to cool completely."
Outrageous Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, cream together the butter, white sugar and brown sugar until smooth. Stir in the peanut butter, vanilla and egg until well blended. Combine the flour, baking soda and salt; stir into the batter just until moistened. Mix in the oats and chocolate chips until evenly distributed. Drop by tablespoonfuls on to lightly greased cookie sheets. Bake for 10 to 12 minutes in the preheated oven, until the edges start to brown. Cool on cookie sheets for about 5 minutes before transferring to wire racks to cool completely."
Paleo Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper. Whisk almond butter, honey, egg, baking soda, vanilla extract, and salt together in a bowl; fold in chocolate chips. Drop batter, about 2 tablespoons per cookie, onto the prepared baking sheet about 1 1/2 inches apart. Bake in the preheated oven until edges start to crisp, 8 to 10 minutes. Cool cookies on baking sheet for 10 minutes before removing."
Paleo Coconut Dark Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Mix almond flour, shredded coconut, and coconut flour together in a bowl. Beat egg in a large bowl. Beat almond butter, honey, coconut oil, and vanilla extract into the egg until dough is smooth. Stir chocolate chips into dough and mix until just combined. Scoop dough into walnut sized balls and place 1 inch apart onto ungreased baking sheets. Bake in the preheated oven until set, about 10 minutes."
Passover Chocolate Chip Cookies,"Preheat oven to 275 degrees F (135 degrees C). Spread the walnuts onto a baking sheet, and toast until the nuts start to turn golden brown and become fragrant, about 45 minutes. Watch the nuts carefully as they bake, they burn quickly. Once toasted, set the walnuts aside to cool to room temperature.Raise oven temperature to 350 degrees F (175 degrees C). Line baking sheets with parchment paper. Whisk together the matzo cake meal, salt, and potato starch in a bowl.In a large bowl, beat the eggs, margarine, and sugar together until smoothly combined. Stir the meal mixture into the wet ingredients until thoroughly combined, and mix in the chocolate chips. Drop the dough by spoonfuls onto the parchment lined baking sheets.Bake in the preheated oven until lightly golden brown, 10 to 15 minutes. Remove the cookies from the baking sheets as soon as they are removed from the oven; cool on baking racks."
Peanut Butter Chip Chocolate Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a medium bowl, cream together the butter and sugar. Stir in the eggs and vanilla. Combine the flour, cocoa, baking soda and salt, stir into the creamed mixture. Finally, fold in the peanut butter chips. Drop cookies by heaping teaspoonfuls onto the prepared cookie sheets. Bake for 8 to 10 minutes in the preheated oven, until set. Cool on wire racks."
Peanut Butter Chip Cookies II,"Preheat the oven to 400 degrees F (200 degrees C). Grease cookie sheets. In a medium bowl, cream together the peanut butter, shortening, white sugar and brown sugar until smooth. Stir in the water and baking mix. Mix in the chocolate chips. Roll into walnut sized balls and place 2 inches apart onto the prepared cookie sheet. Flatten slightly with the tines of a fork. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Peanut Butter Chip Cookies III,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together the butter, brown sugar, white sugar, salt and peanut butter. Beat in the eggs and vanilla. Combine the flour and baking soda; stir into the batter to form a dough. Mix in the chocolate chips and walnuts. Scoop mounds of dough as large as two tablespoons onto the prepared cookie sheets. Cookies should be at least 2 inches apart. If batter is crumbly, roll portions of dough into rough spheres between the palms of your hands. Flatten cookies down by 1/3 using the bottom of a glass. Bake for 10 to 12  minutes in the preheated oven, until well risen and brown. Do not overbake they will firm up a little as they cool.   Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Peanut Butter Chocolate Chip Cookies from Heaven,"Preheat oven to 350 degrees F (180 degrees C). Cream together butter and brown sugar. Beat in eggs, peanut butter and vanilla. Add flour, cornstarch, salt, baking soda and baking powder. Stir in chocolate chips. Roll into balls about 1 1/2 teaspoonfuls (or use cookie scoop) and place onto ungreased cookie sheets about 2 inches apart. Flatten slightly because they do not flatten much while cooking. Bake for 10 minutes."
Peanut Butter Chocolate Chip Cookies II,"Preheat oven to 375 degrees F (190 degrees C). Cream butter or margarine with brown sugar and white sugar.  Add egg and vanilla.  Mix well.  Stir in peanut butter, baking soda, and salt.  Make sure it is well blended.  Add flour and chocolate chips. Drop teaspoons of cookie dough then flatten with fork slightly on greased cookie sheet.  Bake for 5 6 minutes or until just showing a hint of brown on edges.  Don't overcook.  Let cool on cookie sheet for 5  10 minutes.  Then transfer to cooling rack."
Peanut Butter Chocolate Chip Cookies III,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together the butter, peanut butter, brown sugar and white sugar. Beat in the eggs one at a time, then stir in the orange juice and vanilla. Combine the flour, baking soda, baking powder and salt; stir into the peanut butter mixture. Finally, mix in the chocolate chips. Drop dough by rounded teaspoonfuls onto the prepared cookie sheet. Cookies should be 2 inches apart. Bake for about 14 minutes in the preheated oven, until the edges are slightly golden and the center is firm. Remove from baking sheets to cool on wire racks."
Peanut Butter Chocolate Chip Cookies IV,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, mix together the applesauce, eggs and oil until well blended. Stir in the cake mix. Mix in the peanut  butter chips, chocolate chips and pecans. Drop by spoonfuls or roll into balls and place 2 inches apart onto unprepared cookie sheets. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Peanut Butter Cookies with Chocolate Chunks,"Mix flour, oats, baking soda, and salt in medium bowl. Using an electric mixer, beat peanut butter, brown sugar, butter, honey, egg, and vanilla in large bowl until well blended. Stir dry ingredients into the peanut butter mixture in 2 additions. Stir in chopped chocolate. Cover and refrigerate until dough is firm and no longer sticky, about 30 minutes. Preheat oven to 350 degrees F (175 degrees C). Butter 2 heavy large baking sheets. With hands, roll 1 heaping tablespoonful of dough for each cookie into 1 3/4 inch diameter ball. Arrange cookies on prepared baking sheets, spacing 2 1/2 inches apart. Bake cookies until puffed, beginning to brown on top and still very soft to touch, about 12 minutes. Cool cookies on baking sheets for 5 minutes. Using metal spatula, transfer cookies to rack and cool completely. (Can be made 2 days ahead. Store in airtight container at room temperature.)"
Pecan Coconut Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Combine flour, baking soda, and salt in a bowl. Beat shortening, butter, brown sugar, and white sugar in another bowl until smooth. Beat eggs into butter mixture one at a time, adding coconut extract and vanilla extract with the last egg. Stir flour mixture into butter mixture and fold in coconut, pecans, semisweet chocolate chips, and white chocolate chips. Scoop up dough by spoonfuls and roll into 1 inch balls. Place balls 2 inches apart onto ungreased baking sheets. Flatten dough balls slightly. Bake in preheated oven until golden brown, 10 to 12 minutes. Allow cookies to cool on baking sheets for 5 minutes before transferring to wire racks to cool completely."
Pistachio Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease cookie sheets. Sift flour, baking powder and salt. Cream butter and sugar. Add eggs, milk and vanilla. Add flour mixture until blended. Do not overmix. By hand, mix in pistachio pudding mix, chocolate chips and nuts (optional). Shape by rounded teaspoonfuls into balls on sheet, about 2 1/2 inches apart. Flatten dough with dampened bottom of drinking glass. Bake for 8 10 minutes or until set. These cookies do not get very brown."
Pistachio White Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, cream together the butter, shortening, white sugar and brown sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Combine the all purpose flour, whole wheat flour, oats, baking powder and baking soda; blend into the creamed mixture to form a dough. Fold in the white chocolate chips and pistachios. Drop dough by teaspoonfuls onto ungreased cookie sheets. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Protein Peanut Butter Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a  large bowl, cream together the butter, peanut butter, brown sugar and white sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla and water. Combine the flour, protein powder, baking soda and salt; stir into the creamed mixture. Fold in chocolate chips. Drop dough by heaping spoonfuls onto un greased cookie sheets. Bake for 10 to 12 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Puffy Chocolaty Chip Cookies,"Preheat oven to 350 degrees F (180 degrees C). Mix together flour, cocoa, baking soda and salt. Cream margarine, both sugars, and vanilla until creamy. Beat in eggs 1 at a time, beating 11/2 minutes after each addition. Beat in the flour mixture. Stir in the chocolate chips. Drop by tablespoon onto ungreased cookie sheets. Bake for 8 to 10 minutes or until puffy. Centers will be soft. Let stand on cookie sheets for 2 minutes, then remove to wire racks to cool completely."
Pumpkin Chocolate Chip Cookies I,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together the shortening and sugar until light and fluffy. Beat in the egg, then stir in the pumpkin and vanilla. Combine the flour, baking powder, baking soda, salt, nutmeg, and cinnamon; gradually mix into the creamed mixture. Stir in the walnuts and chocolate chips. Drop dough by teaspoonfuls onto the prepared cookie sheets. Bake for 15 minutes in the preheated oven, or until light brown. Cool on wire racks."
Pumpkin Chocolate Chip Cookies II,"Preheat oven to 375 degrees F (190 degrees C).Mix in a large bowl, pumpkin, sugar, vegetable oil, egg and vanilla.  Blend well.In a separate bowl, combine flour, baking powder, cinnamon, nutmeg, and baking soda.  Stir into pumpkin mixture, add the milk. Blend well.  Stir in the chocolate chips and nuts.Use teaspoon to drop cookies on baking sheet. Bake 8   10 minutes."
Pumpkin Chocolate Chip Cookies III,"Combine pumpkin, sugar, vegetable oil, and egg.  In a separate bowl, stir together flour, baking powder, ground cinnamon, and salt. Dissolve the baking soda with the milk and stir in. Add flour mixture to pumpkin mixture and mix well. Add vanilla, chocolate chips and nuts. Drop by spoonful on greased cookie sheet and bake at 350 degrees F (175 degrees C) for approximately 10 minutes or until lightly brown and firm."
Pumpkin Oatmeal Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Beat butter, brown sugar, and white sugar together in a bowl until creamy. Add pumpkin, egg, and vanilla extract; beat until smooth. Mix flour, oats, cinnamon, baking soda, baking powder, and salt in a separate bowl; stir into creamed butter until combined. Fold chocolate chips into batter. Drop 1 to 2 tablespoons batter for each cookie onto a baking sheet. Bake in the preheated oven until the edges of each cookie are lightly browned, 10 to 12 minutes."
Quinoa Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Line a baking sheet with baking parchment paper. Mix flour, baking powder, and baking soda together in a bowl. Beat butter and brown sugar with an electric mixer in a large bowl until smooth. Beat 1 egg into butter mixture. Beat second egg into mixture along with the vanilla extract; add flour mixture and stir until it just forms a batter. Fold chocolate chips, quinoa flakes, oat bran, and cream through the batter to distribute throughout. Roll dough into small balls and arrange on prepared baking sheet with at least 2 inches between balls. Bake in preheated oven until lightly browned, about 10 minutes. Let cookies cool on pan for 10 minutes before removing to a wire rack to cool completely."
Red Velvet Chocolate Chip Cookies,"Whisk flour, cocoa powder, baking soda, baking powder, and salt together in a bowl. Beat butter with an electric mixer until fluffy, about 2 minutes; beat in brown sugar and white sugar until smooth, about 1 minute. Beat egg, milk, and vanilla extract into butter mixture; beat in food coloring until uniformly colored. Stir flour mixture into butter mixture gradually with electric mixer on low speed until combined; stir in 1 cup chocolate chips. Cover bowl with plastic wrap; place in the refrigerator for 1 hour or up to overnight. Preheat oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper. Roll dough into 2 inch balls; place on prepared baking sheets and flatten slightly. Bake in the preheated oven until edges are lightly browned, about 10 minutes. Sprinkle cookies with a few additional chocolate chips; allow to cool completely."
Salted Caramel Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Whisk flour, baking soda, and salt together in a bowl. Beat brown sugar, butter, and white sugar together in a bowl using an electric mixer until creamy. Beat eggs, 1 at a time, into butter mixture until blended; beat in vanilla extract. Stir flour mixture into butter mixture until dough is just combined; fold in chocolate chips. Divide dough into thirty six 2 tablespoon size balls; arrange on a baking sheet. Press 3 caramel pieces into each dough ball. Bake in the preheated oven until edges are golden brown, 13 to 15 minutes. Transfer cookies to a wire rack to cool."
Salted Caramel Chocolate Chip Cookies from Pillsbury,"Heat oven to 350 degrees F. In large bowl, break up cookie dough. Stir or knead in flour until well blended. Shape tablespoonfuls of dough into balls; roll in pecans, pressing into dough. Place 1 inch apart on ungreased cookie sheets. Bake 12 to 16 minutes or until edges are light golden brown. Using handle of wooden spoon, make indentation in center of each cookie. Cool 1 minute; remove from cookie sheet to cooling racks. Cool completely, about 20 minutes. Meanwhile, in microwavable bowl, microwave caramels and half and half uncovered on High 1 to 2 minutes, stirring once, until caramels are melted. Spoon about 1 teaspoon caramel into indentation of each cookie. Cool 15 minutes. Drizzle with melted chocolate; sprinkle with salt. Let stand about 15 minutes or until chocolate is set."
Salted Caramel Chocolate Chip Cookies from Reynolds Parchment Paper,"Preheat oven to 350 degrees F. Line a baking sheet with Reynolds(R) Parchment Paper and set aside. Whisk together flour, kosher salt, baking powder and baking soda; set aside. Mix butter, light brown sugar and granulated sugar together with an electric mixer until light and fluffy. Beat in eggs, one at a time. Add vanilla and beat. Slowly add flour mixture, mixing gently until incorporated. Fold in caramel filled chocolate candies and chocolate chips. Roll 2 tablespoons of dough into a ball, covering any candies with dough so they are not exposed. Place dough balls on parchment lined baking sheets. Bake cookies for 10 12 minutes. Cool cookies on baking sheet for 5 minutes and transfer parchment paper with cookies onto wire racks to cool completely."
Skinny Girl Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Mix flour, cocoa nibs, honey, prunes, vanilla extract, baking powder, and sea salt together in a bowl until batter is smooth. Scoop batter using a cookie scoop and drop into a baking sheet. Bake in the preheated oven until cookies are lightly browned, about 8 minutes."
Slightly Spicy Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Mix flour, baking soda, salt, nutmeg, cinnamon and cloves in small bowl.                              In large mixing bowl combine sugar, butter, and extracts until creamy. Add eggs, one at a time, beating well after each. Slowly add flour mix, beating dough between additions. Fold in chocolate chips. Drop dough by tablespoonful onto an ungreased cookie sheet. Bake 9 to 11 minutes, or until cookies are just brown. After cooling cookies on the tray for 2 minutes, remove to wire racks to cool completely."
Soft Chocolate Chip Cookies I,Preheat oven to 375 degrees F (190 degrees C). Mix sugar and shortening until smooth and fluffy. Beat eggs and add baking soda which has been dissolved in 1 tablespoon hot water. Sift flour and salt together and add to the creamed mixture. Add vanilla and fold in nuts and chocolate chips. Drop by spoonfuls onto lightly greased cookie sheets. Bake for 9 to 10 minutes.
Soft Chocolate Chip Cookies II,"Preheat oven to 350 degrees F (175 degrees C). Combine flour, baking soda and salt. In another bowl, combine soften butter with shortening, sugar and brown sugar and vanilla. Beat until creamy. Beat in egg. Gradually add flour mixture and mix well. Stir in chocolate chips. Bake on ungreased cookie sheet for 8 10 min. Note: I take them out of the oven before they start to turn dark! Do not double this recipe, or they don't bake soft. Can make this recipe for bars too. Spread dough into greased 9 by 13 inch pan. Bake them at 375 degrees F (190 degrees C) for 15 20 minutes."
Soft Milk Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Beat butter, white sugar, brown sugar, eggs, and vanilla extract in a bowl with an electric mixer until light and fluffy. Mix flour, salt, and baking powder together in a bowl. Stir the flour mixture slowly into the butter mixture until well combined; fold in chocolate chips. Place spoonfuls of dough onto a nonstick baking sheet about 2 inches apart. Bake in the preheated oven until tops are golden brown, about 10 minutes."
Soft Oatmeal Coconut Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Beat brown sugar, vegetable oil butter spread, and egg with an electric mixer in a bowl until smooth. Stir in vanilla extract, baking soda, and salt. Add coconut, flour, and oats; stir until just moistened. Fold in chocolate chips, almonds, and yogurt. Drop spoonfuls of the dough 2 inches apart onto ungreased baking sheets. Bake in the preheated oven until golden brown, 9 to 11 minutes."
Sour Cream Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Line cookie sheets with aluminum foil or baking parchment. Steam raisins in a vegetable steamer over shallow water in a saucepan. Boil water for 3 minutes, until raisins are moist. Remove raisins and let dry on cloth. In a large bowl, cream together the butter, sugar and vanilla until smooth. Beat in eggs and sour cream until well blended. Sift together flour and baking soda; stir into the butter mixture. Mix in raisins, nuts and chocolate. Drop dough by tablespoons 2 inches apart on cookie sheets. Bake 13 to 15 minutes, until lightly colored. Let cool on wire racks."
Southern Spiced Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper or a silicone liner. Whisk together the flour, cinnamon, ginger, cloves, baking soda, and salt in a bowl until thoroughly combined. In a large bowl, mash vegetable shortening and sugar together until smooth and creamy; mix in the egg and molasses. Stir the flour mixture into the molasses mixture to make a smooth dough, and mix in the chocolate chips. Drop by scant tablespoon or small dough scoop about 2 inches apart onto the prepared baking sheets. Bake in the preheated oven until slightly golden brown, 10 to 12 minutes. Allow to cool on sheets 1 to 2 minutes before removing to finish cooling on wire racks."
Spumoni Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Sift together the flour and baking soda; set aside Cream together the butter, white sugar, and brown sugar in a large bowl until smooth. Stir in the instant pudding mix until well combined. Beat in the eggs one at a time, then stir in the vanilla. Blend in the flour mixture. Fold in the chocolate chips, cherries, and pistachios. Drop by large spoonfuls onto ungreased baking pans. Bake in the preheated oven until light brown, about 10 minutes."
Stephen's Chocolate Chip Cookies,"Preheat the oven to 350 degrees F (175 degrees C). In a medium bowl, cream together the butter, brown sugar, and white sugar. Mix in the eggs and vanilla. Combine the flour, baking soda, baking powder, and salt; add to butter mixture, and stir until just blended. With a large wooden spoon, stir in the white, milk, and semi sweet chocolate chips. Stir in the walnuts, pecans, and almonds. Drop dough by heaping spoonfuls onto ungreased cookie sheets. Bake for 10 to 12 minutes in the preheated oven. Allow cookies to cool on the baking sheet before transferring to wire racks to cool completely."
Sue's Two Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, cream the shortening, white sugar, and brown sugar together with a wooden spoon. Add eggs and vanilla, mix well. Sift together the flour, baking soda and salt, stir into the creamed mixture. Finally stir in the semi sweet chips and the white chips, if the batter is too stiff, you may need to use your hands. Drop cookies by heaping spoonfuls onto unprepared cookie sheets. Bake for 7 to 10 minutes in the preheated oven. I always like to take my cookies out of the oven when they are light brown and not yet set. It creates a softer cookie. Allow cookies to cool for a few minutes on the baking sheet before removing to cool on wire racks."
Super Chunky Cookies,"Position one rack in the top and another in the bottom third of the oven and preheat to 350 degrees F (175 degrees C). In a medium bowl, using a wire whisk, stir together the flour, baking soda and salt until thoroughly blended. In a medium size bowl, beat the butter for 30 seconds at medium speed until creamy. Add the sugars and continue beating for another 3 to 4 minutes, until the mixture is light in texture and color. Scrape down the sides of the bowl with a rubber spatula. Add the eggs one at a time, beating well after each addition. Beat in the vanilla. At low speed, beat in the flour mixture a third at a time, scraping down the sides of the bowl after each addition. Using a wooden spoon, stir in all of the chocolate chips, bittersweet chocolate and white chocolate. Stir in pecans and toffee bits. The dough will be very stiff. Drop the dough by slightly rounded tablespoonfuls onto 2 ungreased baking sheets, leaving about 1 1/2 inches between the cookies. Refrigerate the remaining dough. Bake the cookies for 11 to 13 minutes, or until the cookies are set and the edges are lightly browned; switch the positions of the baking sheets halfway through baking time for even browning. Cool the cookies on the baking sheets on wire racks for 1 to 3 minutes. Using a metal spatula, transfer the cookies to wire racks to cool completely. Repeat with the remaining dough."
Super Easy Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Beat cake mix, eggs, and vegetable oil in a bowl using an electric mixer on medium until dough is well combined; stir in chocolate chips. Drop dough by the spoonful onto a baking sheet. Bake in the preheated oven until golden brown, 10 to 12 minutes.                      "
Super Food Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. Beat brown sugar, coconut sugar, butter, and coconut oil with an electric mixer in a large bowl until smooth. Beat the first egg into creamed butter mixture until completely blended; beat in vanilla extract with the last egg. Stir hot water and baking soda together in a small bowl until baking soda is dissolved; stir into butter mixture. Add cream of tartar and mix well. Mix flour into butter mixture until dough is smooth; fold in walnuts, chia seeds, flax seeds, cocoa nibs, and salt. Drop dough by rounded tablespoons onto prepared baking sheet. Bake in the preheated oven until cookies are lightly browned around the edges, about 12 minutes. Transfer cookies to a wire rack to cool."
